filepath,filename,extension,file_size,label,width,height,mode,num_channels,aspect_ratio,is_image_valid,is_black,is_na,hash,is_duplicate_after_first,species,disease,is_augmented
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___Bacterial_spot/00f2e69a-1e56-412d-8a79-fdce794a17e4___JR_B.Spot 3132_final_masked.png",00f2e69a-1e56-412d-8a79-fdce794a17e4___JR_B.Spot 3132_final_masked.png,png,78594,"Pepper,_bell___Bacterial_spot",256,256,RGB,3,1.0,True,False,False,a51b1f4b1ccadc9e5f2fb8a18f66aaeb,False,"Pepper,_bell",Bacterial_spot,False
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___Bacterial_spot/0169b9ac-07b9-4be1-8b85-da94481f05a4___NREC_B.Spot 9169_final_masked.png",0169b9ac-07b9-4be1-8b85-da94481f05a4___NREC_B.Spot 9169_final_masked.png,png,84078,"Pepper,_bell___Bacterial_spot",256,256,RGB,3,1.0,True,False,False,63e05d00c09381c2b1d2c8cc56063e61,False,"Pepper,_bell",Bacterial_spot,False
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___Bacterial_spot/01613cd0-d3cd-4e96-945c-a312002037bf___JR_B.Spot 3262_final_masked.png",01613cd0-d3cd-4e96-945c-a312002037bf___JR_B.Spot 3262_final_masked.png,png,90848,"Pepper,_bell___Bacterial_spot",256,256,RGB,3,1.0,True,False,False,d3dda879db5f7ebb72f825662da238aa,False,"Pepper,_bell",Bacterial_spot,False
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___Bacterial_spot/0022d6b7-d47c-4ee2-ae9a-392a53f48647___JR_B.Spot 8964_final_masked.png",0022d6b7-d47c-4ee2-ae9a-392a53f48647___JR_B.Spot 8964_final_masked.png,png,68411,"Pepper,_bell___Bacterial_spot",256,256,RGB,3,1.0,True,False,False,51f278c049780bc398c3c67e6992a5b2,False,"Pepper,_bell",Bacterial_spot,False
"/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Pepper,_bell___Bacterial_spot/006adb74-934f-448f-a14f-62181742127b___JR_B.Spot 3395_final_masked.png",006adb74-934f-448f-a14f-62181742127b___JR_B.Spot 3395_final_masked.png,png,80928,"Pepper,_bell___Bacterial_spot",256,256,RGB,3,1.0,True,False,False,f034a3e9a292af99b42a4fb02be4746a,False,"Pepper,_bell",Bacterial_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Septoria_leaf_spot/009ce7ca-77de-4e4e-9f59-bec9162df779___Matt.S_CG 7403_final_masked.png,009ce7ca-77de-4e4e-9f59-bec9162df779___Matt.S_CG 7403_final_masked.png,png,96137,Tomato___Septoria_leaf_spot,256,256,RGB,3,1.0,True,False,False,00a66550dba7a4bdc770de6633ae8f6c,False,Tomato,Septoria_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Septoria_leaf_spot/0025c401-7785-49c5-8bef-780a8a0d3652___Matt.S_CG 2694_final_masked.png,0025c401-7785-49c5-8bef-780a8a0d3652___Matt.S_CG 2694_final_masked.png,png,87275,Tomato___Septoria_leaf_spot,256,256,RGB,3,1.0,True,False,False,1962b9c3cd01bb10ae7ec63e11d7cd10,False,Tomato,Septoria_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Septoria_leaf_spot/002533c1-722b-44e5-9d2e-91f7747b2543___Keller.St_CG 1831_final_masked.png,002533c1-722b-44e5-9d2e-91f7747b2543___Keller.St_CG 1831_final_masked.png,png,56487,Tomato___Septoria_leaf_spot,256,256,RGB,3,1.0,True,False,False,974f51c0cab754dbc60353fd64c64b85,False,Tomato,Septoria_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Septoria_leaf_spot/009bb542-f0c0-40f2-98a7-f547c5adec45___Matt.S_CG 1355_final_masked.png,009bb542-f0c0-40f2-98a7-f547c5adec45___Matt.S_CG 1355_final_masked.png,png,57144,Tomato___Septoria_leaf_spot,256,256,RGB,3,1.0,True,False,False,49d45a0c5c67263c5dd2264f0767fa39,False,Tomato,Septoria_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Septoria_leaf_spot/006c018a-bb21-4a24-b1ff-d8b2864a7354___Matt.S_CG 6192_final_masked.png,006c018a-bb21-4a24-b1ff-d8b2864a7354___Matt.S_CG 6192_final_masked.png,png,69344,Tomato___Septoria_leaf_spot,256,256,RGB,3,1.0,True,False,False,280c4f7cb96ff1ca1db209ad51f85124,False,Tomato,Septoria_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Squash___Powdery_mildew/0045a100-36d3-45df-b417-d487d6e07eb4___UMD_Powd.M 0003_final_masked.png,0045a100-36d3-45df-b417-d487d6e07eb4___UMD_Powd.M 0003_final_masked.png,png,105575,Squash___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,c69499e93f6cb4cf48767ee6ab71a3cc,False,Squash,Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Squash___Powdery_mildew/0056878d-a244-4653-ad56-7e97080c7fd2___UMD_Powd.M 9962_final_masked.png,0056878d-a244-4653-ad56-7e97080c7fd2___UMD_Powd.M 9962_final_masked.png,png,123074,Squash___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,d107a104da71f7c17c9b38538e3a3b48,False,Squash,Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Squash___Powdery_mildew/009996d9-797e-4450-afad-e8346f7ede04___UMD_Powd.M 0216_final_masked.png,009996d9-797e-4450-afad-e8346f7ede04___UMD_Powd.M 0216_final_masked.png,png,111213,Squash___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,b52e083d6e36eb8e7285335f5b4b42c8,False,Squash,Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Squash___Powdery_mildew/007f0b62-a0f0-4c4a-9b1b-119616dd87c2___UMD_Powd.M 0279_final_masked.png,007f0b62-a0f0-4c4a-9b1b-119616dd87c2___UMD_Powd.M 0279_final_masked.png,png,113136,Squash___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,ceeeca93c5072a722813bea8c4af2b96,False,Squash,Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Squash___Powdery_mildew/0061de03-5f84-413a-b30d-1bb575cf3267___UMD_Powd.M 0415_final_masked.png,0061de03-5f84-413a-b30d-1bb575cf3267___UMD_Powd.M 0415_final_masked.png,png,101305,Squash___Powdery_mildew,256,256,RGB,3,1.0,True,False,False,8af5b148c6a1c4abe0cae09d378be7a7,False,Squash,Powdery_mildew,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/0157de0c-5b81-44a1-abe8-eecaa6f1261a___RS_GLSp 4287_final_masked.png,0157de0c-5b81-44a1-abe8-eecaa6f1261a___RS_GLSp 4287_final_masked.png,png,81391,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,256,256,RGB,3,1.0,True,False,False,b112dce76e45ba017bcce9bbce7df443,False,Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/0140764c-6157-4995-9ada-9c10b81af3b8___RS_GLSp 4378_final_masked.png,0140764c-6157-4995-9ada-9c10b81af3b8___RS_GLSp 4378_final_masked.png,png,112474,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,256,256,RGB,3,1.0,True,False,False,bd7b324f8d319c341a62f0a45c70d932,False,Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/00a20f6f-e8bd-4453-9e25-36ea70feb626___RS_GLSp 4655_final_masked.png,00a20f6f-e8bd-4453-9e25-36ea70feb626___RS_GLSp 4655_final_masked.png,png,98157,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,256,256,RGB,3,1.0,True,False,False,9f7df65ee46c46bab888eeaeb21bdd20,False,Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/01a02916-5d4c-4256-936b-6b1a9ee65b11___RS_GLSp 9276_final_masked.png,01a02916-5d4c-4256-936b-6b1a9ee65b11___RS_GLSp 9276_final_masked.png,png,76481,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,256,256,RGB,3,1.0,True,False,False,2e4f6339bbbc2cfe7b096aa9c68032b2,False,Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/00120a18-ff90-46e4-92fb-2b7a10345bd3___RS_GLSp 9357_final_masked.png,00120a18-ff90-46e4-92fb-2b7a10345bd3___RS_GLSp 9357_final_masked.png,png,107478,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,256,256,RGB,3,1.0,True,False,False,31adc4a0c8b31ee3caf49d67c435a8eb,False,Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___Black_rot/00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_final_masked.png,00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_final_masked.png,png,61996,Apple___Black_rot,256,256,RGB,3,1.0,True,False,False,53f11266f7675ea0398591214693bae3,False,Apple,Black_rot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___Black_rot/01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024_final_masked.png,01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024_final_masked.png,png,69393,Apple___Black_rot,256,256,RGB,3,1.0,True,False,False,c3222151f64b099a246f1c73c180b477,False,Apple,Black_rot,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___healthy/00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708_final_masked.png,00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708_final_masked.png,png,62840,Apple___healthy,256,256,RGB,3,1.0,True,False,False,6c9ba704cb297cc076d58c0a41d18387,False,Apple,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___healthy/0098dbd9-286a-4d6a-bf4b-5459d66f88c0___RS_HL 5776_final_masked.png,0098dbd9-286a-4d6a-bf4b-5459d66f88c0___RS_HL 5776_final_masked.png,png,64064,Apple___healthy,256,256,RGB,3,1.0,True,False,False,cc2b7b70256d6b604b5093313cce683a,False,Apple,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___healthy/0055dd26-23a7-4415-ac61-e0b44ebfaf80___RS_HL 5672_final_masked.png,0055dd26-23a7-4415-ac61-e0b44ebfaf80___RS_HL 5672_final_masked.png,png,54861,Apple___healthy,256,256,RGB,3,1.0,True,False,False,28e3dfeaaed561a97b33129166805841,False,Apple,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___healthy/00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709_final_masked.png,00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709_final_masked.png,png,72715,Apple___healthy,256,256,RGB,3,1.0,True,False,False,9fdc37c5ca45dd3b630cce0105bcfc53,False,Apple,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Apple___healthy/00a6039c-e425-4f7d-81b1-d6b0e668517e___RS_HL 7669_final_masked.png,00a6039c-e425-4f7d-81b1-d6b0e668517e___RS_HL 7669_final_masked.png,png,70443,Apple___healthy,256,256,RGB,3,1.0,True,False,False,4cefac0bd244a7abcce4177ea0fe6839,False,Apple,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Strawberry___Leaf_scorch/0024203d-6e4c-490f-b9a8-e5926df0b76e___RS_L.Scorch 0795_final_masked.png,0024203d-6e4c-490f-b9a8-e5926df0b76e___RS_L.Scorch 0795_final_masked.png,png,131817,Strawberry___Leaf_scorch,256,256,RGB,3,1.0,True,False,False,5243eb7013042fbb69b8f78a1ed7af93,False,Strawberry,Leaf_scorch,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Strawberry___Leaf_scorch/018eaeaf-82a5-407c-87f2-fc7edfc89ecc___RS_L.Scorch 0951_final_masked.png,018eaeaf-82a5-407c-87f2-fc7edfc89ecc___RS_L.Scorch 0951_final_masked.png,png,86505,Strawberry___Leaf_scorch,256,256,RGB,3,1.0,True,False,False,5affe52be7f960a2dd021c8033db9840,False,Strawberry,Leaf_scorch,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Strawberry___Leaf_scorch/01b7dc2e-af4a-4708-a6ea-4cb19d6f167c___RS_L.Scorch 0072_final_masked.png,01b7dc2e-af4a-4708-a6ea-4cb19d6f167c___RS_L.Scorch 0072_final_masked.png,png,118227,Strawberry___Leaf_scorch,256,256,RGB,3,1.0,True,False,False,0e167b557e45eaeb5fffb29f53e648aa,False,Strawberry,Leaf_scorch,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Strawberry___Leaf_scorch/01647a51-6ee5-4686-8f60-26ebed68fe21___RS_L.Scorch 0130_final_masked.png,01647a51-6ee5-4686-8f60-26ebed68fe21___RS_L.Scorch 0130_final_masked.png,png,94001,Strawberry___Leaf_scorch,256,256,RGB,3,1.0,True,False,False,063e3379d38c9c93fe2dd22757d4d843,False,Strawberry,Leaf_scorch,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Strawberry___Leaf_scorch/0138e78b-9802-43b5-b40e-84c38160418c___RS_L.Scorch 1289_final_masked.png,0138e78b-9802-43b5-b40e-84c38160418c___RS_L.Scorch 1289_final_masked.png,png,88348,Strawberry___Leaf_scorch,256,256,RGB,3,1.0,True,False,False,6d97af49b41a2d9b7d0cd106d6be68b2,False,Strawberry,Leaf_scorch,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___healthy/046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_final_masked.png,046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_final_masked.png,png,93335,Potato___healthy,256,256,RGB,3,1.0,True,False,False,07fcb26242f9a58a6549f81a02e6b6e0,False,Potato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_final_masked.png,03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_final_masked.png,png,83003,Potato___healthy,256,256,RGB,3,1.0,True,False,False,d23ebaec6e02cfeb24edb628cbbf5420,False,Potato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_final_masked.png,00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_final_masked.png,png,89156,Potato___healthy,256,256,RGB,3,1.0,True,False,False,f0159ca34b9a33a0ab0f928c3f499c4b,False,Potato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_final_masked.png,04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_final_masked.png,png,69168,Potato___healthy,256,256,RGB,3,1.0,True,False,False,54d525af179ad51141d0b0b8da1b3187,False,Potato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___healthy/07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399_final_masked.png,07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399_final_masked.png,png,74111,Potato___healthy,256,256,RGB,3,1.0,True,False,False,d77be3261e427b56b60f8fa7e45291cc,False,Potato,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Soybean___healthy/00247bff-26dc-445a-8d11-0b2592787ec3___RS_HL 6869_final_masked.png,00247bff-26dc-445a-8d11-0b2592787ec3___RS_HL 6869_final_masked.png,png,49181,Soybean___healthy,256,256,RGB,3,1.0,True,False,False,a04b1ad148935d27ea4eea6cc68459dc,False,Soybean,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Soybean___healthy/0007ca44-b81d-475c-b8b5-c226a041f020___RS_HL 6331_final_masked.png,0007ca44-b81d-475c-b8b5-c226a041f020___RS_HL 6331_final_masked.png,png,90900,Soybean___healthy,256,256,RGB,3,1.0,True,False,False,39f774adcfd236fc3bfef6589eb2889b,False,Soybean,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Soybean___healthy/0029bef1-201b-4dcc-9f84-d01dfc24785d___RS_HL 6484_final_masked.png,0029bef1-201b-4dcc-9f84-d01dfc24785d___RS_HL 6484_final_masked.png,png,85533,Soybean___healthy,256,256,RGB,3,1.0,True,False,False,a79c4b221c0c096736f9e4132180c957,False,Soybean,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Soybean___healthy/0010d6a1-64f1-4997-99d8-6d86fa629014___RS_HL 6967_final_masked.png,0010d6a1-64f1-4997-99d8-6d86fa629014___RS_HL 6967_final_masked.png,png,76247,Soybean___healthy,256,256,RGB,3,1.0,True,False,False,6ea4ed9995d7819ab1d694c342be926e,False,Soybean,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Soybean___healthy/0027f9ae-818b-41d1-95c8-9e296bd0fdae___RS_HL 6902_final_masked.png,0027f9ae-818b-41d1-95c8-9e296bd0fdae___RS_HL 6902_final_masked.png,png,71414,Soybean___healthy,256,256,RGB,3,1.0,True,False,False,b3ea8ae1e2aedf832681b40b48a802a1,False,Soybean,healthy,False
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Grape___Black_rot/003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184_final_masked_aug_0.png,003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184_final_masked_aug_0.png,png,80185,Grape___Black_rot,256,256,RGB,3,1.0,True,False,False,25a82007488980d02bfb3bc819dfefbc,False,Grape,Black_rot,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Grape___Black_rot/003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184_final_masked_aug_1.png,003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184_final_masked_aug_1.png,png,74940,Grape___Black_rot,256,256,RGB,3,1.0,True,False,False,25a82007488980d02bfb3bc819dfefbc,False,Grape,Black_rot,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Grape___Black_rot/006efc68-9e46-4168-921c-10ef8065702c___FAM_B.Rot 3470_final_masked_aug_0.png,006efc68-9e46-4168-921c-10ef8065702c___FAM_B.Rot 3470_final_masked_aug_0.png,png,77430,Grape___Black_rot,256,256,RGB,3,1.0,True,False,False,96175df0039be82911534c2a69100dfb,False,Grape,Black_rot,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Cherry_(including_sour)___healthy/002efba9-09b3-43de-93b7-5c2460185cde___JR_HL 9655_final_masked_aug_0.png,002efba9-09b3-43de-93b7-5c2460185cde___JR_HL 9655_final_masked_aug_0.png,png,47619,Cherry_(including_sour)___healthy,256,256,RGB,3,1.0,True,False,False,bcbb89d6dbc455a275b83e31c163fbd3,False,Cherry_(including_sour),healthy,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Cherry_(including_sour)___healthy/002efba9-09b3-43de-93b7-5c2460185cde___JR_HL 9655_final_masked_aug_1.png,002efba9-09b3-43de-93b7-5c2460185cde___JR_HL 9655_final_masked_aug_1.png,png,50964,Cherry_(including_sour)___healthy,256,256,RGB,3,1.0,True,False,False,bcbb89d6dbc455a275b83e31c163fbd3,False,Cherry_(including_sour),healthy,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Cherry_(including_sour)___healthy/005f183c-0a73-4738-91f7-c0a0e02cd9e3___JR_HL 9679_final_masked_aug_0.png,005f183c-0a73-4738-91f7-c0a0e02cd9e3___JR_HL 9679_final_masked_aug_0.png,png,65717,Cherry_(including_sour)___healthy,256,256,RGB,3,1.0,True,False,False,e85b741a738e5ffb5a2b6a3d8d595366,False,Cherry_(including_sour),healthy,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Raspberry___healthy/03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_final_masked_aug_0.png,03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_final_masked_aug_0.png,png,100022,Raspberry___healthy,256,256,RGB,3,1.0,True,False,False,ea2100e3c2a9c05f9d992b7f67cb943d,False,Raspberry,healthy,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Raspberry___healthy/03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_final_masked_aug_1.png,03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_final_masked_aug_1.png,png,97281,Raspberry___healthy,256,256,RGB,3,1.0,True,False,False,ea2100e3c2a9c05f9d992b7f67cb943d,False,Raspberry,healthy,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Raspberry___healthy/00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_final_masked_aug_0.png,00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_final_masked_aug_0.png,png,72596,Raspberry___healthy,256,256,RGB,3,1.0,True,False,False,2f5347c1a547971416dd6a2ed3c7c928,False,Raspberry,healthy,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Apple___Black_rot/00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_final_masked_aug_0.png,00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_final_masked_aug_0.png,png,59412,Apple___Black_rot,256,256,RGB,3,1.0,True,False,False,53f11266f7675ea0398591214693bae3,False,Apple,Black_rot,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Apple___Black_rot/00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_final_masked_aug_1.png,00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE.S 8593_final_masked_aug_1.png,png,63871,Apple___Black_rot,256,256,RGB,3,1.0,True,False,False,53f11266f7675ea0398591214693bae3,False,Apple,Black_rot,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Apple___Black_rot/01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024_final_masked_aug_0.png,01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024_final_masked_aug_0.png,png,67152,Apple___Black_rot,256,256,RGB,3,1.0,True,False,False,c3222151f64b099a246f1c73c180b477,False,Apple,Black_rot,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Tomato___Tomato_mosaic_virus/00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_final_masked_aug_0.png,00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_final_masked_aug_0.png,png,51916,Tomato___Tomato_mosaic_virus,256,256,RGB,3,1.0,True,False,False,dc563d76b57f7a5983e5d3675829ed6c,False,Tomato,Tomato_mosaic_virus,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Tomato___Tomato_mosaic_virus/00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_final_masked_aug_1.png,00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_final_masked_aug_1.png,png,57305,Tomato___Tomato_mosaic_virus,256,256,RGB,3,1.0,True,False,False,dc563d76b57f7a5983e5d3675829ed6c,False,Tomato,Tomato_mosaic_virus,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Tomato___Tomato_mosaic_virus/000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_final_masked_aug_0.png,000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_final_masked_aug_0.png,png,41963,Tomato___Tomato_mosaic_virus,256,256,RGB,3,1.0,True,False,False,d139b13652da28bf3b7b8754c3d6b3ed,False,Tomato,Tomato_mosaic_virus,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Apple___Cedar_apple_rust/04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked_aug_0.png,04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked_aug_0.png,png,49088,Apple___Cedar_apple_rust,256,256,RGB,3,1.0,True,False,False,dee1e5fe1b348ccf205f215e18c08d4e,False,Apple,Cedar_apple_rust,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Apple___Cedar_apple_rust/04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked_aug_1.png,04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked_aug_1.png,png,48534,Apple___Cedar_apple_rust,256,256,RGB,3,1.0,True,False,False,dee1e5fe1b348ccf205f215e18c08d4e,False,Apple,Cedar_apple_rust,True
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/augmented_images/Apple___Cedar_apple_rust/04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked_aug_2.png,04da297e-5238-41b1-a8a0-0c87c6c2f21f___FREC_C.Rust 4394_final_masked_aug_2.png,png,52141,Apple___Cedar_apple_rust,256,256,RGB,3,1.0,True,False,False,dee1e5fe1b348ccf205f215e18c08d4e,False,Apple,Cedar_apple_rust,True
